youID,title,accountName,pub_date,description,link,duration,TotalComments,Avglength,TotalReplies
mD363JHImH4,Inexpensive Toddlers Adventure play area|Gross Motor|Balance|Cognitive development,Mr. Rick's,2021-08-01T13:42:14Z,Here we created a very first adventure Walk play area for Tedrick. He enjoyed the walk _ Stepping on the Stones and crossing the ...,https://www.youtube.com/watch?v=mD363JHImH4,105,1,14.0,0
EDU45WQjd7Y,COGNITIVE DEVELOPMENT - HPU B.Ed. - QUICK REVISION - CHILDHOOD &amp; DEVELOPMENT YEARS,Himachali Youth Adda,2020-02-26T04:54:37Z,Watch video for complete information. Educational Psychology revision links- PART 1   https://youtu.be/STrgOFtz3Os PART 2   ...,https://www.youtube.com/watch?v=EDU45WQjd7Y,2432,8,74.88,5
aZUqXLsnm_U,Cognitive Development of Infants and Toddlers,Shiela Marie Deligero,2021-07-12T10:08:59Z,,https://www.youtube.com/watch?v=aZUqXLsnm_U,1047,0,0,0
x6-Asl9r07Q,Piaget&#39;s Stages of Cognitive Development – Formal Operational Stage,MedSchoolCoach MCAT Prep,2020-09-07T14:16:57Z,"Need help preparing for the Psych/Soc section of the MCAT? MedSchoolCoach expert, Ken Tao, will teach everything you need to ...",https://www.youtube.com/watch?v=x6-Asl9r07Q,184,0,0,0
AvUS3o1_mv8,Infant Play | Peek-a-boo | Infant Cognitive Development,Toddler at Home,2020-05-20T15:23:32Z,"Peekaboo play plays an important role in child's Cognitive Development. Peekaboo is a form of reciprocal play. By 2 or 3 months, ...",https://www.youtube.com/watch?v=AvUS3o1_mv8,57,1,9.0,0
G2XBIkHW954,The linguistic genius of babies | Patricia Kuhl,TED,2011-02-18T14:05:44Z,"http://www.ted.com At TEDxRainier, Patricia Kuhl shares astonishing findings about how babies learn one language over another ...",https://www.youtube.com/watch?v=G2XBIkHW954,808,205,204.21,45
_4PiAcRTgzA,Child Cognitive Assessment: Identifying Blocks to Learning | Sydney Cognitive Development Centre,Sydney Cognitive Development Centre,2018-06-26T11:09:29Z,Considering a child cognitive assessment? Find out more about having a comprehensive assessment at the Sydney Cognitive ...,https://www.youtube.com/watch?v=_4PiAcRTgzA,930,7,14.57,0
WtCoQ8GTE5A,Supporting Thinking in Infants and Toddlers Through Active Music and Play Experiences,CECE Early Childhood Videos at Eastern CT State U.,2013-02-01T19:18:59Z,"While most adults know that movement supports physical development, it is less well-known that it also supports cognitive ...",https://www.youtube.com/watch?v=WtCoQ8GTE5A,158,0,0,0
P3z-Vf1hgVY,Practicing Facial Features with Stickers! (Cognitive Development for Toddlers),Rise and Shine Developmental Therapy,2021-08-02T08:40:41Z,Let's decorate a car with facial features!!! For more information on this weeks teletherapy visit ...,https://www.youtube.com/watch?v=P3z-Vf1hgVY,142,0,0,0
q1552sXvKNc,Catherine Steiner-Adair: How Technology Affects Child Development,Avenues: The World School,2016-06-01T19:54:49Z,Clinical psychologist Catherine Steiner-Adair has spent years studying the effects of digital technology on our families. In a culture ...,https://www.youtube.com/watch?v=q1552sXvKNc,612,6,395.67,2
UA-Tk9qlG9A,Prenatal Development: What Babies Learn in the Womb,Sprouts,2018-11-28T10:25:31Z,"Everything starts the day your mom's egg meets your dad's sperm. 4 weeks later, your little brain begins to form. Epidemiologist ...",https://www.youtube.com/watch?v=UA-Tk9qlG9A,512,805,99.68,682
vjt-axomdBE,Eighteen Month Old Development Stages &amp; Milestones | Help Me Grow MN,HelpMeGrowMN,2013-06-28T16:29:44Z,"Do you know the typical development stages and milestones for an 18 month old? After eighteen months, your baby has passed ...",https://www.youtube.com/watch?v=vjt-axomdBE,354,44,162.34,74
M2sqXbwlaWw,Does Music Change a Child&#39;s Brain? | John Iversen | TEDxSanDiego,TEDx Talks,2015-11-18T18:45:34Z,"Music is a central part of life for many of us, whether we listen, dance or play. It can shape our mood or transport our imagination, ...",https://www.youtube.com/watch?v=M2sqXbwlaWw,748,24,319.88,24
9QNbVPNPm5M,Cognitive activities for preschool | cognitive activities for toddler&#39;s,Army Kids Education,2020-09-21T13:07:31Z,cognitiveactivities #cognitiveactivityforkids.,https://www.youtube.com/watch?v=9QNbVPNPm5M,547,0,0,0
1Luw2tiMuLk,How Marijuana Affects Your Developing Brain,"Ask, Listen, Learn",2020-09-22T12:45:54Z,Part eight of our underage drinking prevention program addresses the effects of cannabis on the developing brain. It is important ...,https://www.youtube.com/watch?v=1Luw2tiMuLk,173,0,0,0
uRVGWyvpfGM,Supporting Children&#39;s Cognitive Development,Rachel Ann Ignacio,2020-10-23T12:25:25Z,Presentation.,https://www.youtube.com/watch?v=uRVGWyvpfGM,581,0,0,0
-FRkKFhnTzc,Raising a Toddler? Here’s a Healthy Cognitive Development Approach You Must Take.,Amanda Jones,2016-02-24T11:14:52Z,"Taking a right approach to developing your child's cognitive skills including the way they learn things, develop thoughts, acquire ...",https://www.youtube.com/watch?v=-FRkKFhnTzc,43,0,0,0
Jt3-PIC2nCs,Piaget&#39;s stages of cognitive development | Processing the Environment | MCAT | Khan Academy,khanacademymedicine,2013-12-20T22:34:34Z,Learn about the stages and developmental milestones in Piaget's theory of cognitive development. Created by Carole Yue. Watch ...,https://www.youtube.com/watch?v=Jt3-PIC2nCs,352,139,130.66,62
TA9GYqXzIhc,Piaget: Theory of Cognitive Development,Teachings in Education,2020-12-09T22:17:21Z,SUPPORT THIS CHANNEL: Help keep me going with a tip or contribution https://paypal.me/frankavella?locale.x=en_US ...,https://www.youtube.com/watch?v=TA9GYqXzIhc,431,1,119.0,0
WanGt1G6ScA,Babies on the Brink,SciFri,2015-04-06T13:43:01Z,"Since the 1960s, developmental psychologists point to the ""Visual Cliff""—an experiment that plops babies on a fake precipice—as ...",https://www.youtube.com/watch?v=WanGt1G6ScA,331,366,127.84,305
1UkgSxj__AU,How Breastmilk bossts cognitive development in children,Tinystep,2018-12-28T05:29:36Z,Breastmilk is the best milk for your baby as it contains all the essential nutrients and proteins required for your child's growth.,https://www.youtube.com/watch?v=1UkgSxj__AU,118,0,0,0
vrvNTlHFw4M,Puzzle | 4 pieces | Learning | Preschool | Home school | Cognitive Development |,Niya's Fun World,2021-08-01T06:18:41Z,Learning puzzle is perfect activity for cognitive development. It also develops toddlers cognitive skills. #cognitive #attention ...,https://www.youtube.com/watch?v=vrvNTlHFw4M,231,0,0,0
TYg_ySBEQkg,Cognitive Development of Infants and Toddlers,EL ROSE RIVERA,2021-09-04T06:01:37Z,EDUC 101.,https://www.youtube.com/watch?v=TYg_ySBEQkg,721,0,0,0
S7vxXsSGVME,Discoveries of Infancy  Cognitive Development and Learning Part 1,Lisa Johnston,2013-11-03T18:22:34Z,,https://www.youtube.com/watch?v=S7vxXsSGVME,1099,0,0,0
aymvX-OrlS0,The Impact of Early Emotional Neglect,The School of Life,2018-07-31T13:00:01Z,"A lot of our adult problems come down to varieties of emotional neglect suffered in childhood. In this film, we look at one of the ...",https://www.youtube.com/watch?v=aymvX-OrlS0,284,3265,248.08,4871
G4AYcJ0fzJc,Baby Parenting Skills : How to Stimulate Cognitive Development in Infants,ehowhealth,2010-04-05T17:09:08Z,Cognitive development in babies can be stimulated by simply playing with the baby and showing them toys. Discover how black ...,https://www.youtube.com/watch?v=G4AYcJ0fzJc,67,3,126.67,0
wXWI82Htnyg,Chapter 5: Cognitive Development in Infancy,Academic Innovation,2015-08-10T15:35:18Z,,https://www.youtube.com/watch?v=wXWI82Htnyg,1370,1,133.0,0
4Zela3ViUj8,How Does Culture Influence a Child’s Cognitive Development?,KidsMathTV,2021-12-08T20:50:54Z,How Does Culture Influence a Child's Cognitive Development? It does so in several ways amongst which this video highlights the ...,https://www.youtube.com/watch?v=4Zela3ViUj8,246,0,0,0
1IH0nYSRsi8,Best Educational Cartoons | Teaching children to help others | Everythings Rosie,Everything's Rosie,2017-09-21T07:32:11Z,Rosie and her friends help Big Bear with his chores when he hurts his arm SUBSCRIBE: ...,https://www.youtube.com/watch?v=1IH0nYSRsi8,1705,0,0,0
1wtc1pPm2b4,Sky’s Secret | Cognitive development | sky mesina,Sky and Cloud Mesina,2020-07-01T07:28:21Z,"Play is vital for your toddler's #cognitive development – that is, your child's ability to think, understand, communicate, make ...",https://www.youtube.com/watch?v=1wtc1pPm2b4,178,0,0,0
mJaxCjNJDww,"Learning Videos for Toddlers | Counting, ABC &amp; Learn Colours | Learn English For Kids",Toddler Fun Learning,2018-04-22T12:00:03Z,These fun filled learning videos for toddlers will help children learn to count 1 - 10 with fun loving animals from Number Farm and ...,https://www.youtube.com/watch?v=mJaxCjNJDww,3842,0,0,0
3NaMwCBti90,"Sparkabilities Babies 1 HD | Fun Early Learning | ABCs, Shapes, Colors",sparkabilities,2018-09-21T01:23:04Z,"Sparkabilities, Smart & Fun Early Learning for Babies! Explore ABCs, Counting, Shapes, Colors, Patterns and more! Babies 1, the ...",https://www.youtube.com/watch?v=3NaMwCBti90,1361,0,0,0
futpwHRbHyg,activities to enhance cognitive development in kids,autism blue rose,2021-03-22T14:41:21Z,very useful for special needs kids and for neurotypical kids too you can do these activities with neurotypical kids ( age 2 to 6 ) ...,https://www.youtube.com/watch?v=futpwHRbHyg,607,6,91.0,1
edr2aL9Mjys,15 ACTIVITIES FOR KIDS DEVELOPMENT,5-Minute Crafts PLAY,2018-03-27T07:00:08Z,"Have some fun with your kid or younger sibling using these amazing development activities! Puzzles, plasticine, colorful candies ...",https://www.youtube.com/watch?v=edr2aL9Mjys,750,0,0,0
lgQ10jfgJUE,Hey Bear Sensory - Rainbow  Clouds - Fun Animation and Music,Hey Bear Sensory,2016-06-17T17:17:53Z,"Welcome to Hey Bear Sensory 'Rainbow', a colourful animation, with happy music, using sensory colours and high contrast ...",https://www.youtube.com/watch?v=lgQ10jfgJUE,2433,0,0,0
1FjU8lISCpg,Strategies to improve cognitive development in children,SUPAMAMAS,2020-01-24T11:48:41Z,,https://www.youtube.com/watch?v=1FjU8lISCpg,1578,0,0,0
y9Mm85UAWvM,Two Year Old Child Development Stages &amp; Milestones | Help Me Grow MN,HelpMeGrowMN,2013-06-28T16:29:43Z,"Do you know the typical development stages and milestones of a 2 year old? By two years of age, your child has new language ...",https://www.youtube.com/watch?v=y9Mm85UAWvM,435,0,0,0
ZUokDPTLklQ,7 month old baby Cognitive Development,Baby James Archer TV,2020-06-19T03:44:29Z,Baby milestone development.,https://www.youtube.com/watch?v=ZUokDPTLklQ,202,2,35.0,1
sFljGNQIiSo,Best of Genevieve&#39;s &#39;Learning Videos&#39; for kids in four Great Movies!,Genevieve's Playhouse - Learning Videos for Kids,2017-11-04T03:34:13Z,Best of Genevieve Toddler Learning Video for Kids Learn Colors Numbers Family Fun Playing with Kids! In this learning video for ...,https://www.youtube.com/watch?v=sFljGNQIiSo,1425,0,0,0
7DPhIQh91Mw,Language for Learning: Infants and Toddlers,ncrlap,2011-02-04T22:35:45Z,The purpose of this video is to illustrate the role of the teacher in using language to support children's development.,https://www.youtube.com/watch?v=7DPhIQh91Mw,852,19,159.26,1
Lvfcp_v01C8,fine motor skills and cognitive development activities,Umasuresh Hetika,2021-11-29T15:17:34Z,,https://www.youtube.com/watch?v=Lvfcp_v01C8,61,0,0,0
i9L9-wtRjmo,Bilingualism Matters: Myths and Facts about Early Bilingual Development — Mileidis Gort,CU Boulder School of Education,2019-06-20T20:14:39Z,"Bilingualism Matters: Myths and Facts about Early Bilingual Development — Mileidis Gort, CU Boulder School of Education ...",https://www.youtube.com/watch?v=i9L9-wtRjmo,626,7,83.43,0
YsF_YjY-FsU,10 Language Development Activities for Toddlers,FirstCry Parenting,2021-01-15T08:30:04Z,Communication is a crucial aspect of cognitive development in children. Language development activities for toddlers is essential ...,https://www.youtube.com/watch?v=YsF_YjY-FsU,245,2,20.0,0
iNrVIIy0zLE,ABCs 123s + More | Alphabet Numbers Nursery Rhymes | Kids Learn 3D Cartoons by Busy &amp; Baby Beavers,Busy Beavers - Kids Learn ABCs 123s & More,2015-05-29T21:00:00Z,"""Busy Beavers"" & ""Baby Beavers"" 3D Teach Toddlers ABCs &123s in this 70 Min Video. The Focus is on Learning The Alphabet ...",https://www.youtube.com/watch?v=iNrVIIy0zLE,4344,0,0,0
AFQe-YPzvJ4,Cognitive development skills for toddlers,pg yaswant,2021-05-31T17:16:55Z,colour recognition.,https://www.youtube.com/watch?v=AFQe-YPzvJ4,28,1,38.0,0
EUFF75CeJ30,Toddler Play to Develop Cognitive Skills,Learning Time HK,2021-10-07T10:45:25Z,Try this fun and simple cognitive activity with your toddler. Materials Needed - Plastic cups - Paper - Paint Summary of Key Points ...,https://www.youtube.com/watch?v=EUFF75CeJ30,62,0,0,0
yphB32MPU7M,Piaget’s Cognitive Development Theory: Pre-Operational Stage Mini-Case Study,D Hylton,2019-06-12T00:30:25Z,,https://www.youtube.com/watch?v=yphB32MPU7M,313,0,0,0
5Z7fMrOQXsc,Edible Finger Paint for Babies and Toddlers | Sensory play | Cognitive Development|Fine motor skills,Halley Buzz,2020-07-25T13:42:58Z,Sensoryplay #EdibleFingerPaint #BabySafe It encourages cognitive development. It strengthens the hand and fingers which ...,https://www.youtube.com/watch?v=5Z7fMrOQXsc,134,0,0,0
bwpcn8sRtqg,Inside the Brains of Children Separated from Parents,NOVA PBS Official,2018-06-25T19:00:17Z,Even brief separations can impair the brain development of a young child or infant. Read more: https://to.pbs.org/2tnfALD NOVA ...,https://www.youtube.com/watch?v=bwpcn8sRtqg,200,28,325.89,39
jbNpDq7ZUDY,Teaching Strategies - Gaining Children&#39;s Attention,CECE Early Childhood Videos at Eastern CT State U.,2017-02-27T18:52:15Z,"Preschool teacher Nereida Diaz describes a strategy she uses in her classroom to focus children's attention, particularly after a ...",https://www.youtube.com/watch?v=jbNpDq7ZUDY,87,0,0,0
FuLlFGubHK0,Cognitive development - Self introduction,Kids Learning,2020-06-26T10:23:20Z,,https://www.youtube.com/watch?v=FuLlFGubHK0,50,0,0,0
LdSZV0Knwiw,Piaget and Vygotsky | Early Childhood Development Theories | cognitive development,the simple life channel,2017-05-17T17:34:38Z,Main points of difference between Piaget and Vygotsky developmental theories. Early childhood development and education.,https://www.youtube.com/watch?v=LdSZV0Knwiw,287,9,71.11,5
fyO8pvpnTdE,5 Parenting Styles and Their Effects on Life,Sprouts,2021-04-30T13:39:30Z,"There are four widely researched styles of parenting: authoritative, permissive, authoritarian, and neglectful. The styles range from ...",https://www.youtube.com/watch?v=fyO8pvpnTdE,453,2459,228.11,2412
7JmprpRIsEY,Classical Music for Brain Power - Mozart,HALIDONMUSIC,2017-09-06T11:00:01Z,"Listen to our playlist on Spotify: http://bit.ly/MozartBrainPower Watch Hollywood Award-Winning Film ""Interlude in Prague"", ...",https://www.youtube.com/watch?v=7JmprpRIsEY,8635,6897,87.74,6211
xILfkI11utg,CD 106 C5 Infant Cognitive Q1 with audio,Michael Chen,2020-09-10T20:56:47Z,Infant Toddler Cognitive Development for Quiz 1.,https://www.youtube.com/watch?v=xILfkI11utg,1014,0,0,0
G3yHotWsGy4,Healthy Eating &amp; Nutrition for Children Ages 6-12,Middle Childhood Matters Coalition Toronto,2019-09-22T23:02:32Z,Good nutrition contributes to the healthy growth and development of your children and promotes their concentration and learning.,https://www.youtube.com/watch?v=G3yHotWsGy4,309,23,94.43,7
rqEJ_Vg_yKQ,Shape sorters are great for physical and cognitive development,RISING STARS,2021-04-18T14:12:36Z,shapesorter.,https://www.youtube.com/watch?v=rqEJ_Vg_yKQ,32,0,0,0
nF4t7sSUbWw,Children’s Cognitive Development,Andrea Cabrera,2019-05-23T04:16:07Z,Jean Piaget was a Swiss psychologist known for his work on child development. The four stages of Piaget's Theory: 1) ...,https://www.youtube.com/watch?v=nF4t7sSUbWw,211,1,1.0,0
YhD3gqrsmWk,LULLABY MOZART for BABIES - Brain Development,Baby Relax Channel,2018-06-20T14:23:34Z,IF YOU LIKE OUR CHANNEL - DON'T FORGET TO ▻ SUBSCRIBE! ▻http://goo.gl/v7xvcY Music benefits child development in a ...,https://www.youtube.com/watch?v=YhD3gqrsmWk,7489,0,0,0
7kAJvGARsn0,Five Year Old Development Stages &amp; Milestones | Help Me Grow MN,HelpMeGrowMN,2013-06-28T16:29:43Z,"Do you know the typical developmental stages and milestones for a 5 year old child? By age five, your child should be beyond ...",https://www.youtube.com/watch?v=7kAJvGARsn0,346,0,0,0
3l0xddACt1M,Learn to Teach Counting 1 to 10 | Mathematical Skills | Cognitive Development | 3+,Toddler at Home,2022-01-08T09:44:17Z,"Preschoolers love to count!! Counting gives children stronger foundations when they start school. When they're counting, they're ...",https://www.youtube.com/watch?v=3l0xddACt1M,455,3,72.0,0
_lz36sAnFEU,Matching Shapes or Patterns | Cognitive Development Activity,Toddler at Home,2020-07-14T14:28:49Z,Matching Shapes or Patterns; Importance of the Activity: (1)- increase attention to the details (2)- develop and enhance visual ...,https://www.youtube.com/watch?v=_lz36sAnFEU,147,4,8.25,1
mjIdO9uQB8E,Cognitive Development - Play &amp; Learn,Little One September,2021-03-28T04:30:03Z,,https://www.youtube.com/watch?v=mjIdO9uQB8E,43,0,0,0
ZAI1f3tUoJU,Cognitive Development   Piaget&#39;s theory and information processing,Vidya-mitra,2017-04-25T04:43:50Z,"Subject:Home Science Paper: Early childhood care, education and development.",https://www.youtube.com/watch?v=ZAI1f3tUoJU,2275,58,56.24,7
CN581KL6uLo,Cognitive Development,Michelle Hancock,2021-09-05T06:51:59Z,Description.,https://www.youtube.com/watch?v=CN581KL6uLo,108,0,0,0
IBxc9jRrHBU,"Working at EnglishKidClub, a cognitive development  English speaking center for children in Moscow",Native Speaker,2019-10-22T17:19:33Z,EnglishKidClub preschoolers develop their cognitive skills LEARN ENGLISH.,https://www.youtube.com/watch?v=IBxc9jRrHBU,235,0,0,0
4bca_O2aNaA,Part 2  Play and Cognitive Development,Together Therapy,2020-11-12T07:45:54Z,,https://www.youtube.com/watch?v=4bca_O2aNaA,60,0,0,0
MtQNjvmAqgA,Effect of Screen time on speech language and cognitive development in children,Sampark e-Polyclinic,2021-11-30T09:26:01Z,Dr Namita Joshi PhD Spech Therapist talks about the effect of screen time on development of children. The children who show ...,https://www.youtube.com/watch?v=MtQNjvmAqgA,881,0,0,0
44FPl5mpEa0,Learn to Talk - Complete DVD - By Oxbridge Baby,oxbridgebaby,2019-06-27T10:26:59Z,"'Learn to Talk, is a unique DVD that uses a combination of sounds, music, visual stimulation and basic sign language to introduce ...",https://www.youtube.com/watch?v=44FPl5mpEa0,1646,0,0,0
u3vGAltJM3w,Infant Cognitive Development,Elena Cabrera,2015-02-24T15:00:04Z,,https://www.youtube.com/watch?v=u3vGAltJM3w,310,0,0,0
KjvwZkaGs3Q,Baby Time - Cognitive Development,Hewitt Public Library,2021-03-29T14:30:30Z,"Baylor feature for Early Literacy Story Time: “Books are Fun!” We would like to Thank Kristen Davis, Speech Pathologist and ...",https://www.youtube.com/watch?v=KjvwZkaGs3Q,118,0,0,0
CMmTNSALagw,PSY220 Infant Physical &amp; Cognitive Development,Christine Henderson,2018-02-08T18:51:15Z,,https://www.youtube.com/watch?v=CMmTNSALagw,2506,0,0,0
avcW1_UTPa0,Long Term Exposure to Green Spaces Affects Children&#39;s Cognitive Development,Taska DR. Z & Tadika Progresif Premier,2018-10-16T12:58:57Z,Best Garden Preschool in Damansara Perdana.,https://www.youtube.com/watch?v=avcW1_UTPa0,350,0,0,0
kGuYfFz3F7M,Cognitive Development In Infancy,Shauna Morris,2018-02-20T04:44:36Z,Video project Pschyology 25 professor Devon Fell.,https://www.youtube.com/watch?v=kGuYfFz3F7M,214,0,0,0
II5CqISLE40,Children Music for Cognitive Development of Child.,Dream Plus,2020-08-12T04:00:04Z,"In addition to the developmental benefits, simply put: music brings us joy. Just think about listening to a good song in the car with ...",https://www.youtube.com/watch?v=II5CqISLE40,3601,0,0,0
fi6596_RUNQ,This Is Your Child&#39;s Brain on Videogames | WSJ,Wall Street Journal,2019-04-03T16:21:40Z,"As many parents know, turning off a child's gaming console in the middle of gameplay is a surefire way to trigger a tantrum.",https://www.youtube.com/watch?v=fi6596_RUNQ,280,690,154.62,653
pRB6gzgFa2s,Adele Diamond: How to Help Children Develop Executive Functions,Simms/Mann Institute,2016-11-17T23:56:55Z,,https://www.youtube.com/watch?v=pRB6gzgFa2s,241,4,137.75,0
2u_IvmIZ6eg,"Growing Minds: Cognitive Development in Early Childhood (Davidson Films, Inc.)","Davidson Films, Inc.",2010-06-24T17:47:30Z,Nothing in human experience is quite so astonishing as the enormous changes that occur during the five short years that ...,https://www.youtube.com/watch?v=2u_IvmIZ6eg,241,1,326.0,0
NNgp1_B-6c8,Early Childhood Education: The Research,Sprouts,2017-06-09T10:35:16Z,"Here what science says about Early Childhood Education. To support our early years, visit www.patreon.com/sprouts Source: 30 ...",https://www.youtube.com/watch?v=NNgp1_B-6c8,259,46,248.59,39
UQYkThPzC2E,"The milestones of the Physical, Cognitive, Socio-emotional Development of Infants and Toddlers",Andreah Sheen Graciadas,2021-09-03T08:40:29Z,,https://www.youtube.com/watch?v=UQYkThPzC2E,134,0,0,0
LFIiW5BQP00,9 GREAT TIPS to Improve CONCENTRATION for Kids | Kreative Leadership,Kreative Leadership,2018-01-31T14:39:20Z,Kids commonly have difficulty concentrating on tasks — particularly school work. Focusing on a task for any length of time isn't ...,https://www.youtube.com/watch?v=LFIiW5BQP00,352,78,66.83,34
FyY6pn8ABk0,Cognitive Activities For Babies And Toddlers/Brain Development Activities/Kiara,Wisdom Parenting,2020-12-01T07:24:27Z,"Hi Everyone... Welcome to my channel Wisdom Parenting... In this video,I tell you Some Activities For Babies And Toddlers, For ...",https://www.youtube.com/watch?v=FyY6pn8ABk0,69,5,16.0,1
2H4vTsxRPeA,Activities to boost cognitive development in children with ASD,autism blue rose,2018-10-20T07:37:00Z,,https://www.youtube.com/watch?v=2H4vTsxRPeA,176,0,0,0
icwW5cgAmHA,"Laura Schulz - Cognitive Pragmatism: Children&#39;s Inferences about Learning, Trying, and Caring",BrainMind Summit,2019-05-25T03:17:19Z,BrainMind Summit at MIT - Laura Schulz is the Class of 1943 Career Development Associate Professor of Cognitive Science in ...,https://www.youtube.com/watch?v=icwW5cgAmHA,834,2,4.5,0
NCuzASXoxqY,Cognitive Development Object Permanence,Scott Mikki Sherwood,2016-08-19T13:03:57Z,,https://www.youtube.com/watch?v=NCuzASXoxqY,64,0,0,0
uftjBViQ9Jg,Cognitive Development of infants and toddlers,Mary angelene Caacbay,2021-11-20T03:56:21Z,,https://www.youtube.com/watch?v=uftjBViQ9Jg,400,0,0,0
Cztb-0cliGA,Learning Through Play | Penfield Children&#39;s Center,Penfield Children,2015-02-11T20:40:03Z,"Through play, a child has the opportunity to engage his imagination and explore his surroundings. But, play also helps to enhance ...",https://www.youtube.com/watch?v=Cztb-0cliGA,175,0,0,0
Z9W4EjQ7m0k,Play Helps Kids Improve Cognitive Abilities | The Genius of Play,The Genius of Play,2016-08-22T14:15:31Z,http://www.thegeniusofplay.org Click the link to learn more about the amazing benefits of play! Boost your child's brain power ...,https://www.youtube.com/watch?v=Z9W4EjQ7m0k,32,0,0,0
3AS3Ot4_Ea4,Enhancing cognitive development in your child using art and craft,My Whole Child GK2 INDIA,2020-07-11T10:51:22Z,,https://www.youtube.com/watch?v=3AS3Ot4_Ea4,177,0,0,0
Uv8c_msBUX0,Introduction to the Infant Toddler Foundations,Debra Wood,2017-11-05T00:08:48Z,,https://www.youtube.com/watch?v=Uv8c_msBUX0,813,0,0,0
p2c27FrnXA8,Cognitive development,Growing Up with Nery,2019-06-29T00:05:33Z,mathkids #cognitivedevelopment #learningthroughplay #mathisfun.,https://www.youtube.com/watch?v=p2c27FrnXA8,60,0,0,0
t1Xtr3RKjGc,Observing Young Children,CECE Early Childhood Videos at Eastern CT State U.,2013-01-30T19:49:38Z,"Early childhood teachers observe children throughout the day for a variety of purposes. In e-clip #5, Dr. Sudha Swaminathan ...",https://www.youtube.com/watch?v=t1Xtr3RKjGc,441,0,0,0
DRAELfmiWFA,Infant Cognitive Development Video Project,Jasmine Nicole,2017-07-04T05:28:07Z,Psych 111 Summer 2017 SBVC.,https://www.youtube.com/watch?v=DRAELfmiWFA,298,0,0,0
ORvplssqxuE,Preschool Cognitive Development,Lisa Gassin,2015-11-02T16:04:41Z,,https://www.youtube.com/watch?v=ORvplssqxuE,3029,4,24.75,0
C4iDbGy_8RE,What Is Considered Mild Autism? | Autism,Howcast,2015-02-01T11:00:11Z,Full Playlist: https://www.youtube.com/playlist?list=PLLALQuK1NDrgfSttv31avdJ9ZrAZGdVij So what is considered mild autism?,https://www.youtube.com/watch?v=C4iDbGy_8RE,164,335,215.8,604
FCAOOkVKMNo,Bayley-4 Overview Webinar,Pearson Assessments US,2019-04-30T21:41:19Z,"This webinar recording will familiarize participants with the administration, scoring, and interpretation of the Bayley Scales of Infant ...",https://www.youtube.com/watch?v=FCAOOkVKMNo,2790,2,113.5,1
ShFc7UFFz8Q,Improve cognitive and physical development for babies and toddlers under 3 years,"La Verda Suites & Villas, Dubai Marina",2018-02-07T05:49:28Z,"Improve cognitive and physical development for babies and toddlers under 3 years. Through music and movement, games, ...",https://www.youtube.com/watch?v=ShFc7UFFz8Q,54,0,0,0
tDJqhzfNbOo,DIY | Developmental Games (Great for Toddlers!!),WhatsUpMoms,2015-03-13T14:56:08Z,These handmade games will help your little ones with fine and gross motor skills and are fun for the whole family to play! Don't ...,https://www.youtube.com/watch?v=tDJqhzfNbOo,213,478,68.6,291
zRdpxF6ftJA,Pre-Nursery Cognitive Development @ Character Montessori,Character Montessori SG,2019-03-08T02:51:21Z,Founding Principal Grace Yong explains to us the intricacies of learning for children between the age of 18-months to 3 years old!,https://www.youtube.com/watch?v=zRdpxF6ftJA,139,0,0,0
PppRYW4udTw,Developmental Psychology Chapter 6 (1st 2 years: Cognitive development) Lecture,Fredy Aviles,2021-02-19T16:42:53Z,,https://www.youtube.com/watch?v=PppRYW4udTw,2596,0,0,0
qMkTpZSk9uY,Your 15 Month Old Baby&#39;s Growth and Development (Also Know the Activities &amp; Care Tips),FirstCry Parenting,2020-07-20T07:30:01Z,"Your 15-month-old toddler is developing fast with her cognitive skills, motor skills and language skills shaping up. There are ...",https://www.youtube.com/watch?v=qMkTpZSk9uY,212,8,116.75,6
H_O1brYwdSY,5 Incredibly Fun GAMES to Teach Self-Regulation (Self-Control) | Social Emotional Learning,Kreative Leadership,2017-10-27T18:59:20Z,"Social-emotional learning (SEL) is the process of developing the self-awareness, self-regulation, and interpersonal skills that are ...",https://www.youtube.com/watch?v=H_O1brYwdSY,474,91,139.98,89
vyUsXUMaS8Q,1  Process of cognitive development,UGC19 HS28,2019-06-20T15:53:57Z,Avinashilingam Institute.,https://www.youtube.com/watch?v=vyUsXUMaS8Q,543,1,52.0,0
k-0whbYGu8s,Animal Island Learning Adventure (AILA) Preschool Learning System | Learning Session,AILA Preschool Learning System,2022-04-09T08:42:46Z,"Learn Letters, Numbers, Vocabulary Words, Children's Songs, Social and Emotional Skills. Learn More: https://animalisland.us/ ...",https://www.youtube.com/watch?v=k-0whbYGu8s,968,0,0,0
_kVAMqFi6wA,"TEACH EDUC 101: Motor, Cognitive and Socio-Emotional Development of Infants and Toddlers (PART B)",louie jeffrey,2021-08-22T04:06:01Z,Credit to the rightful owner of the content of the slides. The presenter gives full citation to the author of the book used in this video.,https://www.youtube.com/watch?v=_kVAMqFi6wA,1195,1,2.0,0
W884W0yPxso,Infant Cognitive Development,Alexis ungry,2021-02-22T03:38:43Z,Recorded with https://screencast-o-matic.com.,https://www.youtube.com/watch?v=W884W0yPxso,233,0,0,0
NInwygVwVMM,Cognitive Development in Early Childhood,John Zeeb,2020-03-24T16:54:12Z,,https://www.youtube.com/watch?v=NInwygVwVMM,723,0,0,0
